            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461146.833333333, A.D. 2026-Apr-16 08:00:00.0000, -1.596389185397371E+08,  9.616677655016255E+07,  3.334110921402617E+07, -5.172209923371212E+00, -1.941233103840769E+01, -8.031679375971175E+00,  7.25742159E+05,  2.96595101E+06,  1.27293055E+06,  4.57495806E-01,  2.93017102E-01,  8.98253284E-02,
2461146.875000000, A.D. 2026-Apr-16 09:00:00.0000, -1.596575183450815E+08,  9.609687989493892E+07,  3.331219095398135E+07, -5.161014305304285E+00, -1.941914371964252E+01, -8.034020465680694E+00,  7.24094721E+05,  2.96700571E+06,  1.27325383E+06,  4.57747548E-01,  2.92930819E-01,  8.97778343E-02,
2461146.916666667, A.D. 2026-Apr-16 10:00:00.0000, -1.596760778358024E+08,  9.602695871801665E+07,  3.328326426799232E+07, -5.149812909763655E+00, -1.942595420440892E+01, -8.036360456094265E+00,  7.22446376E+05,  2.96806011E+06,  1.27357695E+06,  4.57999461E-01,  2.92844439E-01,  8.97302963E-02,
2461146.958333333, A.D. 2026-Apr-16 11:00:00.0000, -1.596945969910938E+08,  9.595701302730601E+07,  3.325432916001805E+07, -5.138605732748030E+00, -1.943276249057991E+01, -8.038699346205949E+00,  7.20797125E+05,  2.96911419E+06,  1.27389989E+06,  4.58251547E-01,  2.92757962E-01,  8.96827142E-02,
2461147.000000000, A.D. 2026-Apr-16 12:00:00.0000, -1.597130757901357E+08,  9.588704283072509E+07,  3.322538563402110E+07, -5.127392770251609E+00, -1.943956857602380E+01, -8.041037135007709E+00,  7.19146965E+05,  2.97016797E+06,  1.27422266E+06,  4.58503805E-01,  2.92671387E-01,  8.96350880E-02,
2461147.041666667, A.D. 2026-Apr-16 13:00:00.0000, -1.597315142120924E+08,  9.581704813620181E+07,  3.319643369396866E+07, -5.116174018264721E+00, -1.944637245860395E+01, -8.043373821489393E+00,  7.17495897E+05,  2.97122143E+06,  1.27454526E+06,  4.58756235E-01,  2.92584714E-01,  8.95874176E-02,
2461147.083333333, A.D. 2026-Apr-16 14:00:00.0000, -1.597499122361148E+08,  9.574702895166963E+07,  3.316747334383058E+07, -5.104949472772682E+00, -1.945317413617918E+01, -8.045709404638826E+00,  7.15843920E+05,  2.97227458E+06,  1.27486769E+06,  4.59008838E-01,  2.92497944E-01,  8.95397029E-02,
2461147.125000000, A.D. 2026-Apr-16 15:00:00.0000, -1.597682698413394E+08,  9.567698528506966E+07,  3.313850458758037E+07, -5.093719129756426E+00, -1.945997360660358E+01, -8.048043883441746E+00,  7.14191033E+05,  2.97332741E+06,  1.27518995E+06,  4.59261613E-01,  2.92411075E-01,  8.94919438E-02,
2461147.166666667, A.D. 2026-Apr-16 16:00:00.0000, -1.597865870068873E+08,  9.560691714435302E+07,  3.310952742919613E+07, -5.082482985192803E+00, -1.946677086772625E+01, -8.050377256881749E+00,  7.12537236E+05,  2.97437994E+06,  1.27551203E+06,  4.59514562E-01,  2.92324107E-01,  8.94441402E-02,
2461147.208333333, A.D. 2026-Apr-16 17:00:00.0000, -1.598048637118659E+08,  9.553682453747629E+07,  3.308054187265869E+07, -5.071241035053834E+00, -1.947356591739176E+01, -8.052709523940404E+00,  7.10882528E+05,  2.97543215E+06,  1.27583395E+06,  4.59767683E-01,  2.92237041E-01,  8.93962921E-02,
2461147.250000000, A.D. 2026-Apr-16 18:00:00.0000, -1.598230999353682E+08,  9.546670747240387E+07,  3.305154792195255E+07, -5.059993275307079E+00, -1.948035875343987E+01, -8.055040683597188E+00,  7.09226909E+05,  2.97648404E+06,  1.27615569E+06,  4.60020978E-01,  2.92149877E-01,  8.93483993E-02,
2461147.291666667, A.D. 2026-Apr-16 19:00:00.0000, -1.598412956564719E+08,  9.539656595711020E+07,  3.302254558106679E+07, -5.048739701916004E+00, -1.948714937370538E+01, -8.057370734829410E+00,  7.07570377E+05,  2.97753562E+06,  1.27647725E+06,  4.60274446E-01,  2.92062613E-01,  8.93004618E-02,
2461147.333333333, A.D. 2026-Apr-16 20:00:00.0000, -1.598594508542407E+08,  9.532639999957524E+07,  3.299353485399332E+07, -5.037480310839228E+00, -1.949393777601847E+01, -8.059699676612356E+00,  7.05912932E+05,  2.97858689E+06,  1.27679865E+06,  4.60528088E-01,  2.91975250E-01,  8.92524795E-02,
2461147.375000000, A.D. 2026-Apr-16 21:00:00.0000, -1.598775655077239E+08,  9.525620960778677E+07,  3.296451574472766E+07, -5.026215098030899E+00, -1.950072395820455E+01, -8.062027507919204E+00,  7.04254575E+05,  2.97963785E+06,  1.27711987E+06,  4.60781904E-01,  2.91887787E-01,  8.92044523E-02,
2461147.416666667, A.D. 2026-Apr-16 22:00:00.0000, -1.598956395959556E+08,  9.518599478974269E+07,  3.293548825727000E+07, -5.014944059441053E+00, -1.950750791808398E+01, -8.064354227720948E+00,  7.02595303E+05,  2.98068848E+06,  1.27744092E+06,  4.61035894E-01,  2.91800225E-01,  8.91563800E-02,
2461147.458333333, A.D. 2026-Apr-16 23:00:00.0000, -1.599136730979559E+08,  9.511575555344646E+07,  3.290645239562332E+07, -5.003667191014873E+00, -1.951428965347254E+01, -8.066679834986552E+00,  7.00935116E+05,  2.98173881E+06,  1.27776180E+06,  4.61290058E-01,  2.91712563E-01,  8.91082627E-02,
2461147.500000000, A.D. 2026-Apr-17 00:00:00.0000, -1.599316659927303E+08,  9.504549190690944E+07,  3.287740816379427E+07, -4.992384488693055E+00, -1.952106916218117E+01, -8.069004328682855E+00,  6.99274014E+05,  2.98278881E+06,  1.27808250E+06,  4.61544396E-01,  2.91624801E-01,  8.90601002E-02,
2461147.541666667, A.D. 2026-Apr-17 01:00:00.0000, -1.599496182592690E+08,  9.497520385815313E+07,  3.284835556579422E+07, -4.981095948412166E+00, -1.952784644201573E+01, -8.071327707774515E+00,  6.97611996E+05,  2.98383851E+06,  1.27840303E+06,  4.61798909E-01,  2.91536939E-01,  8.90118924E-02,
2461147.583333333, A.D. 2026-Apr-17 02:00:00.0000, -1.599675298765483E+08,  9.490489141520473E+07,  3.281929460563728E+07, -4.969801566103908E+00, -1.953462149077749E+01, -8.073649971224132E+00,  6.95949062E+05,  2.98488788E+06,  1.27872339E+06,  4.62053597E-01,  2.91448977E-01,  8.89636393E-02,
2461147.625000000, A.D. 2026-Apr-17 03:00:00.0000, -1.599854008235297E+08,  9.483455458609922E+07,  3.279022528734131E+07, -4.958501337695483E+00, -1.954139430626284E+01, -8.075971117992184E+00,  6.94285210E+05,  2.98593694E+06,  1.27904357E+06,  4.62308460E-01,  2.91360913E-01,  8.89153407E-02,
2461147.666666667, A.D. 2026-Apr-17 04:00:00.0000, -1.600032310791596E+08,  9.476419337888195E+07,  3.276114761492889E+07, -4.947195259109952E+00, -1.954816488626311E+01, -8.078291147036937E+00,  6.92620441E+05,  2.98698568E+06,  1.27936358E+06,  4.62563498E-01,  2.91272749E-01,  8.88669966E-02,
2461147.708333333, A.D. 2026-Apr-17 05:00:00.0000, -1.600210206223701E+08,  9.469380780160387E+07,  3.273206159242539E+07, -4.935883326265500E+00, -1.955493322856493E+01, -8.080610057314612E+00,  6.90954753E+05,  2.98803410E+06,  1.27968341E+06,  4.62818711E-01,  2.91184483E-01,  8.88186068E-02,
2461147.750000000, A.D. 2026-Apr-17 06:00:00.0000, -1.600387694320787E+08,  9.462339786232394E+07,  3.270296722385991E+07, -4.924565535075789E+00, -1.956169933095009E+01, -8.082927847779278E+00,  6.89288146E+05,  2.98908221E+06,  1.28000307E+06,  4.63074100E-01,  2.91096117E-01,  8.87701713E-02,
2461147.791666667, A.D. 2026-Apr-17 07:00:00.0000, -1.600564774871877E+08,  9.455296356911135E+07,  3.267386451326629E+07, -4.913241881450340E+00, -1.956846319119525E+01, -8.085244517382794E+00,  6.87620619E+05,  2.99012999E+06,  1.28032256E+06,  4.63329664E-01,  2.91007649E-01,  8.87216901E-02,
2461147.833333333, A.D. 2026-Apr-17 08:00:00.0000, -1.600741447665852E+08,  9.448250493004107E+07,  3.264475346468125E+07, -4.901912361293772E+00, -1.957522480707239E+01, -8.087560065074950E+00,  6.85952172E+05,  2.99117746E+06,  1.28064187E+06,  4.63585404E-01,  2.90919079E-01,  8.86731629E-02,
2461147.875000000, A.D. 2026-Apr-17 09:00:00.0000, -1.600917712491444E+08,  9.441202195319611E+07,  3.261563408214520E+07, -4.890576970506175E+00, -1.958198417634858E+01, -8.089874489803382E+00,  6.84282804E+05,  2.99222461E+06,  1.28096100E+06,  4.63841321E-01,  2.90830407E-01,  8.86245897E-02,
2461147.916666667, A.D. 2026-Apr-17 10:00:00.0000, -1.601093569137232E+08,  9.434151464666975E+07,  3.258650636970338E+07, -4.879235704983480E+00, -1.958874129678576E+01, -8.092187790513503E+00,  6.82612514E+05,  2.99327144E+06,  1.28127996E+06,  4.64097414E-01,  2.90741633E-01,  8.85759704E-02,
2461147.958333333, A.D. 2026-Apr-17 11:00:00.0000, -1.601269017391655E+08,  9.427098301856107E+07,  3.255737033140383E+07, -4.867888560616707E+00, -1.959549616614115E+01, -8.094499966148632E+00,  6.80941302E+05,  2.99431795E+06,  1.28159875E+06,  4.64353683E-01,  2.90652756E-01,  8.85273050E-02,
2461148.000000000, A.D. 2026-Apr-17 12:00:00.0000, -1.601444057043002E+08,  9.420042707697725E+07,  3.252822597129836E+07, -4.856535533292331E+00, -1.960224878216702E+01, -8.096811015649941E+00,  6.79269167E+05,  2.99536414E+06,  1.28191736E+06,  4.64610129E-01,  2.90563777E-01,  8.84785933E-02,
2461148.041666667, A.D. 2026-Apr-17 13:00:00.0000, -1.601618687879408E+08,  9.412984683003590E+07,  3.249907329344365E+07, -4.845176618892654E+00, -1.960899914261050E+01, -8.099120937956361E+00,  6.77596109E+05,  2.99641001E+06,  1.28223579E+06,  4.64866751E-01,  2.90474695E-01,  8.84298353E-02,
2461148.083333333, A.D. 2026-Apr-17 14:00:00.0000, -1.601792909688866E+08,  9.405924228586037E+07,  3.246991230189920E+07, -4.833811813295055E+00, -1.961574724521399E+01, -8.101429732004721E+00,  6.75922127E+05,  2.99745556E+06,  1.28255405E+06,  4.65123551E-01,  2.90385511E-01,  8.83810308E-02,
2461148.125000000, A.D. 2026-Apr-17 15:00:00.0000, -1.601966722259222E+08,  9.398861345258224E+07,  3.244074300072830E+07, -4.822441112372355E+00, -1.962249308771488E+01, -8.103737396729686E+00,  6.74247219E+05,  2.99850079E+06,  1.28287214E+06,  4.65380528E-01,  2.90296223E-01,  8.83321797E-02,
2461148.166666667, A.D. 2026-Apr-17 16:00:00.0000, -1.602140125378165E+08,  9.391796033834340E+07,  3.241156539399912E+07, -4.811064511993184E+00, -1.962923666784540E+01, -8.106043931063660E+00,  6.72571387E+05,  2.99954569E+06,  1.28319005E+06,  4.65637683E-01,  2.90206831E-01,  8.82832821E-02,
2461148.208333333, A.D. 2026-Apr-17 17:00:00.0000, -1.602313118833241E+08,  9.384728295129181E+07,  3.238237948578262E+07, -4.799682008021240E+00, -1.963597798333302E+01, -8.108349333936946E+00,  6.70894628E+05,  3.00059027E+06,  1.28350778E+06,  4.65895015E-01,  2.90117336E-01,  8.82343377E-02,
2461148.250000000, A.D. 2026-Apr-17 18:00:00.0000, -1.602485702411850E+08,  9.377658129958346E+07,  3.235318528015369E+07, -4.788293596315646E+00, -1.964271703190020E+01, -8.110653604277669E+00,  6.69216942E+05,  3.00163454E+06,  1.28382533E+06,  4.66152525E-01,  2.90027737E-01,  8.81853465E-02,
2461148.291666667, A.D. 2026-Apr-17 19:00:00.0000, -1.602657875901234E+08,  9.370585539138491E+07,  3.232398278119205E+07, -4.776899272731327E+00, -1.964945381126418E+01, -8.112956741011686E+00,  6.67538330E+05,  3.00267847E+06,  1.28414271E+06,  4.66410212E-01,  2.89938034E-01,  8.81363084E-02,
2461148.333333333, A.D. 2026-Apr-17 20:00:00.0000, -1.602829639088493E+08,  9.363510523486868E+07,  3.229477199298024E+07, -4.765499033118254E+00, -1.965618831913741E+01, -8.115258743062734E+00,  6.65858789E+05,  3.00372209E+06,  1.28445991E+06,  4.66668078E-01,  2.89848227E-01,  8.80872233E-02,
2461148.375000000, A.D. 2026-Apr-17 21:00:00.0000, -1.603000991760577E+08,  9.356433083821541E+07,  3.226555291960480E+07, -4.754092873321814E+00, -1.966292055322733E+01, -8.117559609352353E+00,  6.64178319E+05,  3.00476538E+06,  1.28477694E+06,  4.66926123E-01,  2.89758315E-01,  8.80380911E-02,
2461148.416666667, A.D. 2026-Apr-17 22:00:00.0000, -1.603171933704281E+08,  9.349353220961645E+07,  3.223632556515702E+07, -4.742680789183180E+00, -1.966965051123612E+01, -8.119859338799820E+00,  6.62496920E+05,  3.00580835E+06,  1.28509379E+06,  4.67184346E-01,  2.89668298E-01,  8.79889117E-02,
2461148.458333333, A.D. 2026-Apr-17 23:00:00.0000, -1.603342464706255E+08,  9.342270935726909E+07,  3.220708993373116E+07, -4.731262776538560E+00, -1.967637819086114E+01, -8.122157930322270E+00,  6.60814592E+05,  3.00685099E+06,  1.28541046E+06,  4.67442747E-01,  2.89578177E-01,  8.79396850E-02,
2461148.500000000, A.D. 2026-Apr-18 00:00:00.0000, -1.603512584553000E+08,  9.335186228937884E+07,  3.217784602942540E+07, -4.719838831219564E+00, -1.968310358979469E+01, -8.124455382834634E+00,  6.59131332E+05,  3.00789331E+06,  1.28572695E+06,  4.67701328E-01,  2.89487950E-01,  8.78904110E-02,
2461148.541666667, A.D. 2026-Apr-18 01:00:00.0000, -1.603682293030861E+08,  9.328099101416191E+07,  3.214859385634276E+07, -4.708408949053571E+00, -1.968982670572383E+01, -8.126751695249553E+00,  6.57447142E+05,  3.00893531E+06,  1.28604327E+06,  4.67960088E-01,  2.89397618E-01,  8.78410895E-02,
2461148.583333333, A.D. 2026-Apr-18 02:00:00.0000, -1.603851589926038E+08,  9.321009553984055E+07,  3.211933341858923E+07, -4.696973125862985E+00, -1.969654753633072E+01, -8.129046866477541E+00,  6.55762020E+05,  3.00997697E+06,  1.28635941E+06,  4.68219027E-01,  2.89307180E-01,  8.77917204E-02,
2461148.625000000, A.D. 2026-Apr-18 03:00:00.0000, -1.604020475024581E+08,  9.313917587464525E+07,  3.209006472027474E+07, -4.685531357465595E+00, -1.970326607929248E+01, -8.131340895426872E+00,  6.54075965E+05,  3.01101832E+06,  1.28667537E+06,  4.68478145E-01,  2.89216637E-01,  8.77423037E-02,
2461148.666666667, A.D. 2026-Apr-18 04:00:00.0000, -1.604188948112383E+08,  9.306823202681732E+07,  3.206078776551411E+07, -4.674083639674953E+00, -1.970998233228092E+01, -8.133633781003541E+00,  6.52388977E+05,  3.01205933E+06,  1.28699115E+06,  4.68737444E-01,  2.89125987E-01,  8.76928392E-02,
2461148.708333333, A.D. 2026-Apr-18 05:00:00.0000, -1.604357008975194E+08,  9.299726400460412E+07,  3.203150255842510E+07, -4.662629968299609E+00, -1.971669629296295E+01, -8.135925522111371E+00,  6.50701055E+05,  3.01310002E+06,  1.28730676E+06,  4.68996922E-01,  2.89035232E-01,  8.76433269E-02,
2461148.750000000, A.D. 2026-Apr-18 06:00:00.0000, -1.604524657398608E+08,  9.292627181626132E+07,  3.200220910312948E+07, -4.651170339143497E+00, -1.972340795900040E+01, -8.138216117651972E+00,  6.49012199E+05,  3.01414039E+06,  1.28762219E+06,  4.69256580E-01,  2.88944369E-01,  8.75937667E-02,
2461148.791666667, A.D. 2026-Apr-18 07:00:00.0000, -1.604691893168069E+08,  9.285525547005543E+07,  3.197290740375390E+07, -4.639704748006291E+00, -1.973011732804975E+01, -8.140505566524624E+00,  6.47322407E+05,  3.01518042E+06,  1.28793743E+06,  4.69516419E-01,  2.88853401E-01,  8.75441584E-02,
2461148.833333333, A.D. 2026-Apr-18 08:00:00.0000, -1.604858716068869E+08,  9.278421497425908E+07,  3.194359746442804E+07, -4.628233190682658E+00, -1.973682439776258E+01, -8.142793867626461E+00,  6.45631680E+05,  3.01622013E+06,  1.28825250E+06,  4.69776438E-01,  2.88762325E-01,  8.74945021E-02,
2461148.875000000, A.D. 2026-Apr-18 09:00:00.0000, -1.605025125886154E+08,  9.271315033715332E+07,  3.191427928928553E+07, -4.616755662962626E+00, -1.974352916578533E+01, -8.145081019852359E+00,  6.43940017E+05,  3.01725951E+06,  1.28856739E+06,  4.70036637E-01,  2.88671142E-01,  8.74447975E-02,
2461148.916666667, A.D. 2026-Apr-18 10:00:00.0000, -1.605191122404908E+08,  9.264206156703003E+07,  3.188495288246498E+07, -4.605272160631954E+00, -1.975023162975908E+01, -8.147367022094876E+00,  6.42247416E+05,  3.01829856E+06,  1.28888211E+06,  4.70297018E-01,  2.88579851E-01,  8.73950445E-02,
2461148.958333333, A.D. 2026-Apr-18 11:00:00.0000, -1.605356705409972E+08,  9.257094867218727E+07,  3.185561824810798E+07, -4.593782679471383E+00, -1.975693178732000E+01, -8.149651873244391E+00,  6.40553878E+05,  3.01933729E+06,  1.28919664E+06,  4.70557580E-01,  2.88488454E-01,  8.73452432E-02,
2461149.000000000, A.D. 2026-Apr-18 12:00:00.0000, -1.605521874686034E+08,  9.249981166093160E+07,  3.182627539036015E+07, -4.582287215256994E+00, -1.976362963609904E+01, -8.151935572189036E+00,  6.38859402E+05,  3.02037568E+06,  1.28951099E+06,  4.70818322E-01,  2.88396948E-01,  8.72953934E-02,
2461149.041666667, A.D. 2026-Apr-18 13:00:00.0000, -1.605686630017624E+08,  9.242865054158047E+07,  3.179692431337209E+07, -4.570785763760592E+00, -1.977032517372181E+01, -8.154218117814590E+00,  6.37163986E+05,  3.02141375E+06,  1.28982517E+06,  4.71079247E-01,  2.88305334E-01,  8.72454950E-02,
2461149.083333333, A.D. 2026-Apr-18 14:00:00.0000, -1.605850971189125E+08,  9.235746532245755E+07,  3.176756502129743E+07, -4.559278320748946E+00, -1.977701839780894E+01, -8.156499509004666E+00,  6.35467631E+05,  3.02245148E+06,  1.29013916E+06,  4.71340353E-01,  2.88213612E-01,  8.71955479E-02,
2461149.125000000, A.D. 2026-Apr-18 15:00:00.0000, -1.606014897984769E+08,  9.228625601189509E+07,  3.173819751829382E+07, -4.547764881984152E+00, -1.978370930597585E+01, -8.158779744640587E+00,  6.33770335E+05,  3.02348888E+06,  1.29045297E+06,  4.71601641E-01,  2.88121782E-01,  8.71455520E-02,
2461149.166666667, A.D. 2026-Apr-18 16:00:00.0000, -1.606178410188629E+08,  9.221502261823624E+07,  3.170882180852391E+07, -4.536245443224018E+00, -1.979039789583256E+01, -8.161058823601341E+00,  6.32072099E+05,  3.02452596E+06,  1.29076661E+06,  4.71863110E-01,  2.88029843E-01,  8.70955072E-02,
2461149.208333333, A.D. 2026-Apr-18 17:00:00.0000, -1.606341507584629E+08,  9.214376514983046E+07,  3.167943789615346E+07, -4.524720000221299E+00, -1.979708416498410E+01, -8.163336744763708E+00,  6.30372921E+05,  3.02556270E+06,  1.29108006E+06,  4.72124762E-01,  2.87937795E-01,  8.70454134E-02,
2461149.250000000, A.D. 2026-Apr-18 18:00:00.0000, -1.606504189956544E+08,  9.207248361503583E+07,  3.165004578535221E+07, -4.513188548724065E+00, -1.980376811103026E+01, -8.165613507002195E+00,  6.28672800E+05,  3.02659911E+06,  1.29139333E+06,  4.72386597E-01,  2.87845637E-01,  8.69952706E-02,
2461149.291666667, A.D. 2026-Apr-18 19:00:00.0000, -1.606666457087985E+08,  9.200117802222140E+07,  3.162064548029499E+07, -4.501651084476085E+00, -1.981044973156538E+01, -8.167889109188941E+00,  6.26971737E+05,  3.02763519E+06,  1.29170643E+06,  4.72648614E-01,  2.87753371E-01,  8.69450785E-02,
2461149.333333333, A.D. 2026-Apr-18 20:00:00.0000, -1.606828308762420E+08,  9.192984837976259E+07,  3.159123698515969E+07, -4.490107603216056E+00, -1.981712902417880E+01, -8.170163550193875E+00,  6.25269730E+05,  3.02867093E+06,  1.29201934E+06,  4.72910814E-01,  2.87660995E-01,  8.68948372E-02,
2461149.375000000, A.D. 2026-Apr-18 21:00:00.0000, -1.606989744763162E+08,  9.185849469604346E+07,  3.156182030412827E+07, -4.478558100677986E+00, -1.982380598645459E+01, -8.172436828884631E+00,  6.23566779E+05,  3.02970635E+06,  1.29233207E+06,  4.73173197E-01,  2.87568509E-01,  8.68445466E-02,
2461149.416666667, A.D. 2026-Apr-18 22:00:00.0000, -1.607150764873363E+08,  9.178711697945915E+07,  3.153239544138776E+07, -4.467002572591556E+00, -1.983048061597134E+01, -8.174708944126476E+00,  6.21862883E+05,  3.03074143E+06,  1.29264462E+06,  4.73435763E-01,  2.87475913E-01,  8.67942065E-02,
2461149.458333333, A.D. 2026-Apr-18 23:00:00.0000, -1.607311368876029E+08,  9.171571523841122E+07,  3.150296240112828E+07, -4.455441014681373E+00, -1.983715291030260E+01, -8.176979894782441E+00,  6.20158041E+05,  3.03177617E+06,  1.29295699E+06,  4.73698512E-01,  2.87383206E-01,  8.67438168E-02,
2461149.500000000, A.D. 2026-Apr-19 00:00:00.0000, -1.607471556554011E+08,  9.164428948130986E+07,  3.147352118754409E+07, -4.443873422667330E+00, -1.984382286701663E+01, -8.179249679713259E+00,  6.18452253E+05,  3.03281058E+06,  1.29326917E+06,  4.73961445E-01,  2.87290390E-01,  8.66933774E-02,
2461149.541666667, A.D. 2026-Apr-19 01:00:00.0000, -1.607631327690001E+08,  9.157283971657649E+07,  3.144407180483448E+07, -4.432299792264987E+00, -1.985049048367617E+01, -8.181518297777281E+00,  6.16745519E+05,  3.03384466E+06,  1.29358118E+06,  4.74224562E-01,  2.87197462E-01,  8.66428883E-02,
2461149.583333333, A.D. 2026-Apr-19 02:00:00.0000, -1.607790682066541E+08,  9.150136595263891E+07,  3.141461425720191E+07, -4.420720119184811E+00, -1.985715575783890E+01, -8.183785747830608E+00,  6.15037836E+05,  3.03487841E+06,  1.29389300E+06,  4.74487863E-01,  2.87104424E-01,  8.65923494E-02,
2461149.625000000, A.D. 2026-Apr-19 03:00:00.0000, -1.607949619466020E+08,  9.142986819793373E+07,  3.138514854885297E+07, -4.409134399132543E+00, -1.986381868705718E+01, -8.186052028727033E+00,  6.13329206E+05,  3.03591181E+06,  1.29420464E+06,  4.74751348E-01,  2.87011274E-01,  8.65417605E-02,
